# ==============================================================================
# = this is a lyndis reference file. Lines that start with '#' like this one are
# = comments, and are ignored by lyndis. lyndis also ignores any blank lines.
# =
# = this file describes information about the base binary, such as its location
# = within the address space, what objects are available, and which regions can
# = be considered "free space".
# =
# = lyndis is very experimental: don't expect the format to be stable.
# ==============================================================================

# define where the binary (ROM) is locacted within the address space
binary 0x08000000 0x02000000

# define which regions are "free space" by default
free 0x0869B668 0x00004998
free 0x087FF0A4 0x00000F5C
free 0x08800000 0x01800000

# all existing objects (symbols)

# generated by elf2ref on 2025-03-22

dat 0x04000088 REG_SOUNDBIAS 0x00
dat 0x04000090 REG_WAVE_RAM0_L 0x00
dat 0x04000092 REG_WAVE_RAM0_H 0x00
dat 0x04000094 REG_WAVE_RAM1_L 0x00
dat 0x04000096 REG_WAVE_RAM1_H 0x00
dat 0x04000098 REG_WAVE_RAM2_L 0x00
dat 0x0400009A REG_WAVE_RAM2_H 0x00
dat 0x0400009C REG_WAVE_RAM3_L 0x00
dat 0x0400009E REG_WAVE_RAM3_H 0x00
dat 0x040000A0 REG_FIFO_A_L 0x00
dat 0x040000A2 REG_FIFO_A_H 0x00
dat 0x040000A4 REG_FIFO_B_L 0x00
dat 0x040000A6 REG_FIFO_B_H 0x00
dat 0x040000B0 REG_DMA0SAD_L 0x00
dat 0x040000B2 REG_DMA0SAD_H 0x00
dat 0x040000B4 REG_DMA0DAD_L 0x00
dat 0x040000B6 REG_DMA0DAD_H 0x00
dat 0x040000B8 REG_DMA0CNT_L 0x00
dat 0x040000BA REG_DMA0CNT_H 0x00
dat 0x040000BC REG_DMA1SAD_L 0x00
dat 0x040000BE REG_DMA1SAD_H 0x00
dat 0x040000C0 REG_DMA1DAD_L 0x00
dat 0x040000C2 REG_DMA1DAD_H 0x00
dat 0x040000C4 REG_DMA1CNT_L 0x00
dat 0x040000C6 REG_DMA1CNT_H 0x00
dat 0x040000C8 REG_DMA2SAD_L 0x00
dat 0x040000CA REG_DMA2SAD_H 0x00
dat 0x040000CC REG_DMA2DAD_L 0x00
dat 0x040000CE REG_DMA2DAD_H 0x00
dat 0x040000D0 REG_DMA2CNT_L 0x00
dat 0x040000D2 REG_DMA2CNT_H 0x00
dat 0x040000D4 REG_DMA3SAD_L 0x00
dat 0x040000D6 REG_DMA3SAD_H 0x00
dat 0x040000D8 REG_DMA3DAD_L 0x00
dat 0x040000DA REG_DMA3DAD_H 0x00
dat 0x040000DC REG_DMA3CNT_L 0x00
dat 0x040000DE REG_DMA3CNT_H 0x00
dat 0x04000100 REG_TM0CNT_L 0x00
dat 0x04000102 REG_TM0CNT_H 0x00
dat 0x04000104 REG_TM1CNT_L 0x00
dat 0x04000106 REG_TM1CNT_H 0x00
dat 0x04000108 REG_TM2CNT_L 0x00
dat 0x0400010A REG_TM2CNT_H 0x00
dat 0x0400010C REG_TM3CNT_L 0x00
dat 0x0400010E REG_TM3CNT_H 0x00
dat 0x04000120 REG_SIOMULTI0 0x00
dat 0x04000122 REG_SIOMULTI1 0x00
dat 0x04000124 REG_SIOMULTI2 0x00
dat 0x04000126 REG_SIOMULTI3 0x00
dat 0x04000128 REG_SIOCNT 0x00
dat 0x0400012A REG_SIOMLT_SEND 0x00
dat 0x04000130 REG_KEYINPUT 0x00
dat 0x04000132 REG_KEYCNT 0x00
dat 0x04000134 REG_RCNT 0x00
dat 0x04000140 REG_JOYCNT 0x00
dat 0x04000150 REG_JOY_RECV_L 0x00
dat 0x04000152 REG_JOY_RECV_H 0x00
dat 0x04000154 REG_JOY_TRANS_L 0x00
dat 0x04000156 REG_JOY_TRANS_H 0x00
dat 0x04000158 REG_JOYSTAT 0x00
dat 0x04000200 REG_IE 0x00
dat 0x04000202 REG_IF 0x00
dat 0x04000204 REG_WAITCNT 0x00
dat 0x04000208 REG_IME 0x00
dat 0x05000000 ANFMT_INS_TYPE_COMMAND 0x00
dat 0x05000200 OBJ_PLTT 0x00
dat 0x06000000 ANFMT_INS_TYPE_FRAME 0x00
dat 0x06010000 OBJ_VRAM0 0x00
dat 0x06014000 OBJ_VRAM1 0x00
dat 0x07000000 OAM 0x00
dat 0x08000000 ROM 0x00
dat 0x080000C0 crt0 0x00
fun 0x080000FC IrqMain 0x00
dat 0x08000228 ArmCodeStart 0x00
fun 0x08000234 ColorFadeTick 0xD0
fun 0x08000304 ClearOam 0x5C
fun 0x08000360 Checksum32 0x00
fun 0x080003A8 TmFillRect 0x00
fun 0x080003E0 TmCopyRect 0x00
fun 0x0800043C TmApplyTsa 0x00
fun 0x08000494 PutOamHi 0x00
fun 0x08000534 PutOamLo 0x00
fun 0x08000564 DrawGlyph 0x00
fun 0x08000620 func_fe6_08000620 0x00
fun 0x080006E4 DecodeString 0x00
fun 0x08000784 MapFloodCoreStep 0x00
fun 0x08000874 MapFloodCore 0x00
dat 0x08000A20 ArmCodeEnd 0x00
fun 0x08000A21 AgbMain 0xDC
fun 0x08000AFD PutBuildInfo 0x3C
fun 0x08000B39 IrqInit 0x58
fun 0x08000B91 DummyFunc 0x0C
fun 0x08000B9D SetIrqFunc 0x24
fun 0x08000BC1 NextRN 0xC8
fun 0x08000C89 RandInit 0xCC
fun 0x08000D55 RandSetSt 0x5C
fun 0x08000DB1 RandGetSt 0x34
fun 0x08000DE5 RandNext_100 0x24
fun 0x08000E09 RandNext 0x30
fun 0x08000E39 RandRoll 0x24
fun 0x08000E5D RandRoll2Rn 0x3C
fun 0x08000E99 RandInitB 0x1C
fun 0x08000EB5 RandNextB 0x38
fun 0x08000EED GetGameTime 0x18
fun 0x08000F05 SetGameTime 0x1C
fun 0x08000F21 IncGameTime 0x38
fun 0x08000F59 FormatTime 0x7C
fun 0x08000FD5 EnableBgSync 0x1C
fun 0x08000FF1 EnableBgSyncById 0x20
fun 0x08001011 DisableBgSync 0x24
fun 0x08001035 EnablePalSync 0x14
fun 0x08001049 DisablePalSync 0x14
fun 0x0800105D ApplyPaletteExt 0x70
fun 0x080010CD SyncDispIo 0x198
fun 0x08001265 GetBgCt 0x50
fun 0x080012B5 GetBgChrOffset 0x34
fun 0x080012E9 GetBgChrId 0x34
fun 0x0800131D GetBgTilemapOffset 0x34
fun 0x08001351 SetBgChrOffset 0x44
fun 0x08001395 SetBgTilemapOffset 0x64
fun 0x080013F9 SetBgScreenSize 0x3C
fun 0x08001435 SetBgBpp 0x44
fun 0x08001479 SyncBgsAndPal 0xD8
fun 0x08001551 TmFill 0x30
fun 0x08001581 SetBlankChr 0x24
fun 0x080015A5 SetOnVBlank 0x6C
fun 0x08001611 SetOnVMatch 0x78
fun 0x08001689 SetNextVCount 0x48
fun 0x080016D1 SetVCount 0x28
fun 0x080016F9 SetMainFunc 0x1C
fun 0x08001715 RunMainFunc 0x20
fun 0x08001735 RefreshKeyStFromKeys 0x1D4
fun 0x08001909 RefreshKeySt 0x2C
fun 0x08001935 ClearKeySt 0x34
fun 0x08001969 InitKeySt 0x74
fun 0x080019DD SetBgOffset 0x108
fun 0x08001AE5 func_fe6_08001AE4 0x34
fun 0x08001B19 func_fe6_08001B18 0x34
fun 0x08001B4D func_fe6_08001B4C 0x40
fun 0x08001B8D func_fe6_08001B8C 0xDC
fun 0x08001C69 func_fe6_08001C68 0xA4
fun 0x08001D0D ColorFadeInit 0x38
fun 0x08001D45 func_fe6_08001D44 0x124
fun 0x08001E69 func_fe6_08001E68 0x120
fun 0x08001F89 func_fe6_08001F88 0x4C
fun 0x08001FD5 ColorFadeSetupFromColorToBlack 0x138
fun 0x0800210D ColorFadeSetupFromBlack 0x128
fun 0x08002235 ColorFadeSetupFromColorToWhite 0x138
fun 0x0800236D ColorFadeSetupFromWhite 0x138
fun 0x080024A5 ColorFadeTick2 0x218
fun 0x080026BD InitBgs 0x15C
fun 0x08002819 GetBgTilemap 0x24
fun 0x0800283D SoftResetIfKeyCombo 0x20
fun 0x0800285D func_fe6_0800285C 0x80
fun 0x080028DD OnHBlankBoth 0x34
fun 0x08002911 RefreshOnHBlank 0x118
fun 0x08002A29 SetOnHBlankA 0x20
fun 0x08002A49 SetOnHBlankB 0x20
fun 0x08002A69 ClearMoveList 0x9C
fun 0x08002B05 RegisterDataMove 0x84
fun 0x08002B89 RegisterDataFill 0x7C
fun 0x08002C05 ApplyDataMoves 0xB4
fun 0x08002CB9 InitOam 0x9C
fun 0x08002D55 GetOamSplice 0x18
fun 0x08002D6D SyncHiOam 0x58
fun 0x08002DC5 SyncLoOam 0x50
fun 0x08002E15 SetObjAffine 0xC8
fun 0x08002EDD PutUnkSprite 0x8C
fun 0x08002F69 GetCurrentBgmSong 0x18
fun 0x08002F81 IsBgmPlaying 0x1C
fun 0x08002F9D func_fe6_08002F9C 0x8C
fun 0x08003029 SetBgmVolume 0x3C
fun 0x08003065 FadeBgmOut 0x50
fun 0x080030B5 func_fe6_080030B4 0x88
fun 0x0800313D StartBgmCore 0x60
fun 0x0800319D StartOrChangeBgm 0x74
fun 0x08003211 StartBgm 0x1C
fun 0x0800322D StartBgmExt 0x20
fun 0x0800324D MusicFi_OnLoop 0xA4
fun 0x080032F1 StartBgmFadeIn 0xD8
fun 0x080033C9 OverrideBgm 0x6C
fun 0x08003435 RestoreBgm 0x84
fun 0x080034B9 MakeBgmOverridePersist 0x44
fun 0x080034FD StartBgmVolumeChange 0x7C
fun 0x08003579 MusicVc_OnLoop 0xA4
fun 0x0800361D DelaySong_OnLoop 0x94
fun 0x080036B1 PlaySongDelayed 0x70
fun 0x08003721 PlaySongCore 0x44
fun 0x08003765 InitRamFuncs 0xBC
fun 0x08003821 DrawGlyphRam 0x2C
fun 0x0800384D DecodeStringRam 0x24
fun 0x08003871 PutOamHiRam 0x2C
fun 0x0800389D PutOamLoRam 0x2C
fun 0x080038C9 MapFloodCoreStepRam 0x28
fun 0x080038F1 MapFloodCoreRam 0x18
fun 0x08003909 InitProcs 0xFC
fun 0x08003A05 SpawnProc 0xD4
fun 0x08003AD9 SpawnProcLocking 0x7C
fun 0x08003B55 ClearProc 0xD4
fun 0x08003C29 Proc_End 0x2C
fun 0x08003C55 AllocProc 0x2C
fun 0x08003C81 FreeProc 0x28
fun 0x08003CA9 InsertRootProc 0x4C
fun 0x08003CF5 InsertProc 0x38
fun 0x08003D2D UnlinkProc 0x84
fun 0x08003DB1 RunProcCore 0x94
fun 0x08003E45 Proc_Run 0x1C
fun 0x08003E61 Proc_Break 0x1C
fun 0x08003E7D FindProc 0x48
fun 0x08003EC5 FindActiveProc 0x54
fun 0x08003F19 FindMarkedProc 0x54
fun 0x08003F6D Proc_Goto 0x58
fun 0x08003FC5 Proc_GotoScript 0x24
fun 0x08003FE9 Proc_Mark 0x30
fun 0x08004019 Proc_SetEndFunc 0x1C
fun 0x08004035 Proc_ForAll 0x44
fun 0x08004079 Proc_ForEach 0x4C
fun 0x080040C5 Proc_ForEachMarked 0x50
fun 0x08004115 Proc_LockEachMarked 0x68
fun 0x0800417D Proc_ReleaseEachMarked 0x68
fun 0x080041E5 Proc_EndEachMarked 0x4C
fun 0x08004231 EndProc 0x18
fun 0x08004249 Proc_EndEach 0x1C
fun 0x08004265 BreakProc 0x18
fun 0x0800427D Proc_BreakEach 0x1C
fun 0x08004299 WalkProcSubtree 0x48
fun 0x080042E1 Proc_ForSubtree 0x34
fun 0x08004315 ProcCmd_End 0x1C
fun 0x08004331 ProcCmd_Name 0x2C
fun 0x0800435D ProcCmd_Call 0x34
fun 0x08004391 ProcCmd_CallRet 0x38
fun 0x080043C9 ProcCmd_CallArg 0x4C
fun 0x08004415 ProcCmd_While 0x4C
fun 0x08004461 ProcCmd_Repeat 0x2C
fun 0x0800448D ProcCmd_SetEndFunc 0x30
fun 0x080044BD ProcCmd_SpawnChild 0x30
fun 0x080044ED ProcCmd_SpawnLockChild 0x30
fun 0x0800451D ProcCmd_SpawnBugged 0x34
fun 0x08004551 ProcCmd_WhileExists 0x40
fun 0x08004591 ProcCmd_EndEach 0x30
fun 0x080045C1 ProcCmd_BreakEach 0x30
fun 0x080045F1 ProcCmd_Nop 0x24
fun 0x08004615 ProcCmd_GotoScript 0x24
fun 0x08004639 ProcCmd_Goto 0x24
fun 0x0800465D SleepRepeatFunc 0x3C
fun 0x08004699 ProcCmd_Sleep 0x50
fun 0x080046E9 ProcCmd_Mark 0x40
fun 0x08004729 ProcCmd_Nop2 0x24
fun 0x0800474D ProcCmd_Block 0x14
fun 0x08004761 ProcCmd_EndIfDup 0x6C
fun 0x080047CD ProcCmd_EndDups 0x6C
fun 0x08004839 ProcCmd_Nop3 0x24
fun 0x0800485D ProcCmd_SetFlag2 0x44
fun 0x080048A1 StepProcScr 0x64
fun 0x08004905 PrintProcInfo 0x1C
fun 0x08004921 WalkPrintProcInfo 0x58
fun 0x08004979 Proc_PrintSubtreeInfo 0x44
fun 0x080049BD func_fe6_080049BC 0x0C
fun 0x080049C9 Proc_SetRepeatFunc 0x1C
fun 0x080049E5 Proc_Lock 0x38
fun 0x08004A1D Proc_Release 0x38
fun 0x08004A55 InitIcons 0x10
fun 0x08004A65 ClearIcons 0x40
fun 0x08004AA5 ApplyIconPalettes 0x24
fun 0x08004AC9 ApplyIconPalette 0x2C
fun 0x08004AF5 CountActiveIcons 0x44
fun 0x08004B39 IconSlot2Chr 0x28
fun 0x08004B61 GetNewIconSlot 0x60
fun 0x08004BC1 GetIconChr 0x138
fun 0x08004CF9 PutIcon 0x98
fun 0x08004D91 ClearIcon 0x48
fun 0x08004DD9 PutIconObjImg 0x80
fun 0x08004E59 DebugInitBg 0xC0
fun 0x08004F19 DebugPutStr 0x80
fun 0x08004F99 DebugPutFmt 0x2C
fun 0x08004FC5 DebugScreenInit 0x68
fun 0x0800502D DebugPrintFmt 0x2C
fun 0x08005059 ClearNumberStr 0x38
fun 0x08005091 GenNumberStr 0x68
fun 0x080050F9 GenNumberOrBlankStr 0x5C
fun 0x08005155 DebugPrintNumber 0x28
fun 0x0800517D GenNumberHexStr 0x60
fun 0x080051DD DebugPrintNumberHex 0x28
fun 0x08005205 DebugPrintStr 0xC8
fun 0x080052CD DebugPutScreen 0xE4
fun 0x080053B1 DebugUpdateScreen 0xC0
fun 0x08005471 DebugInitObj 0xE0
fun 0x08005551 DebugPutObjStr 0x7C
fun 0x080055CD DebugPutObjNumber 0x30
fun 0x080055FD DebugPutObjNumberHex 0x30
fun 0x0800562D GetLang 0x10
fun 0x0800563D ResetText 0x30
fun 0x0800566D InitTextFont 0x98
fun 0x08005705 SetTextFontGlyphs 0x38
fun 0x0800573D ResetTextFont 0x2C
fun 0x08005769 SetTextFont 0x34
fun 0x0800579D InitText 0x8C
fun 0x08005829 InitTextDb 0x90
fun 0x080058B9 InitTextList 0x34
fun 0x080058ED ClearText 0x5C
fun 0x08005949 ClearTextPart 0x58
fun 0x080059A1 Text_GetChrOffset 0x28
fun 0x080059C9 Text_GetCursor 0x18
fun 0x080059E1 Text_SetCursor 0x28
fun 0x08005A09 Text_Skip 0x30
fun 0x08005A39 Text_SetColor 0x28
fun 0x08005A61 Text_GetColor 0x18
fun 0x08005A79 Text_SetParams 0x3C
fun 0x08005AB5 PutText 0xA0
fun 0x08005B55 PutBlankText 0x40
fun 0x08005B95 GetStringTextLen 0xB8
fun 0x08005C4D GetCharTextLen 0x8C
fun 0x08005CD9 GetStringTextCenteredPos 0x2C
fun 0x08005D05 GetStringTextBox 0x68
fun 0x08005D6D GetStringLineEnd 0x38
fun 0x08005DA5 Text_DrawString 0xD4
fun 0x08005E79 Text_DrawNumber 0x84
fun 0x08005EFD Text_DrawNumberOrBlank 0x44
fun 0x08005F41 Text_DrawCharacter 0xC8
fun 0x08006009 GetTextDrawDest 0x48
fun 0x08006051 GetColorLut 0x24
fun 0x08006075 DrawTextGlyph 0x70
fun 0x080060E5 DrawTextGlyphNoClear 0x260
fun 0x08006345 InitSystemTextFont 0x54
fun 0x08006399 InitTalkTextFont 0x54
fun 0x080063ED SetTextDrawNoClear 0x1C
fun 0x08006409 PutDrawText 0x4C
fun 0x08006455 Text_InsertDrawString 0x30
fun 0x08006485 Text_InsertDrawNumberOrBlank 0x30
fun 0x080064B5 Text_DrawStringAscii 0x60
fun 0x08006515 Text_DrawCharacterAscii 0x58
fun 0x0800656D GetStringTextLenAscii 0x50
fun 0x080065BD func_fe6_080065BC 0x0C
fun 0x080065C9 InitSpriteTextFont 0x94
fun 0x0800665D InitSpriteText 0x9C
fun 0x080066F9 SpriteText_DrawBackground 0x70
fun 0x08006769 SpriteText_DrawBackgroundExt 0x44
fun 0x080067AD GetSpriteTextDrawDest 0x48
fun 0x080067F5 DrawSpriteTextGlyph 0x2A8
fun 0x08006A9D TextPrint_OnLoop 0xD8
fun 0x08006B75 StartTextPrint 0xAC
fun 0x08006C21 IsTextPrinting 0x1C
fun 0x08006C3D EndTextPrinting 0x18
fun 0x08006C55 GreenText_OnLoop 0x48
fun 0x08006C9D StartGreenText 0x38
fun 0x08006CD5 EndGreenText 0x18
fun 0x08006CED DrawSpecialCharGlyph 0x94
fun 0x08006D81 AddSpecialChar 0x90
fun 0x08006E11 GetSpecialCharChr 0x64
fun 0x08006E75 PutSpecialChar 0x60
fun 0x08006ED5 PutNumberExt 0x5C
fun 0x08006F31 PutNumber 0x20
fun 0x08006F51 PutNumberOrBlank 0x3C
fun 0x08006F8D PutNumberTwoChr 0x54
fun 0x08006FE1 PutNumberSmall 0x20
fun 0x08007001 PutNumberBonus 0x40
fun 0x08007041 SpecialCharTest 0x74
fun 0x080070B5 PutNumber2DigitExt 0x54
fun 0x08007109 PutNumber2Digit 0x1C
fun 0x08007125 PutNumber2DigitSmall 0x1C
fun 0x08007141 PutTime 0xB8
fun 0x080071F9 PutTwoSpecialChar 0x34
fun 0x0800722D BasUpdateAll 0xD4
fun 0x08007301 BasInit 0x50
fun 0x08007351 BasCreate2 0xE0
fun 0x08007431 BasCreate 0xEC
fun 0x0800751D BasSort 0x80
fun 0x0800759D BasRemove 0x68
fun 0x08007605 BasPutOam 0x18
fun 0x0800761D BasRunScript 0x32C
fun 0x08007949 BasInsert 0xA4
fun 0x080079ED PutBas 0x210
fun 0x08007BFD PutSpriteAffine 0xC8
fun 0x08007CC5 ClearSprites 0x78
fun 0x08007D3D PutSprite 0xA4
fun 0x08007DE1 PutSpriteExt 0x98
fun 0x08007E79 PutSpriteLayerOam 0x58
fun 0x08007ED1 SpriteRefresher_OnIdle 0x34
fun 0x08007F05 StartSpriteRefresher 0x88
fun 0x08007F8D MoveSpriteRefresher 0x34
fun 0x08007FC1 GetFaceInfo 0x24
fun 0x08007FE5 GetFace_Unk 0x1C
fun 0x08008001 InitFaces 0x30
fun 0x08008031 SetFaceConfig 0x78
fun 0x080080A9 GetFreeFaceSlot 0x44
fun 0x080080ED UpdateFaceTalk 0x174
fun 0x08008261 Face_OnIdle 0x70
fun 0x080082D1 StartFaceAuto 0x3C
fun 0x0800830D StartFace 0x244
fun 0x08008551 EndFace 0x30
fun 0x08008581 EndFaceById 0x28
fun 0x080085A9 SetFaceDisp 0x30
fun 0x080085D9 SetFaceDispById 0x34
fun 0x0800860D GetFaceDisp 0x18
fun 0x08008625 GetFaceDispById 0x2C
fun 0x08008651 FaceRefreshSprite 0x94
fun 0x080086E5 UnpackFaceGraphics 0x44
fun 0x08008729 PutFaceTm 0x118
fun 0x08008841 PutFullFaceTm 0x34
fun 0x08008875 func_fe6_08008874 0x28
fun 0x0800889D UnpackFaceChibiGraphics 0x8C
fun 0x08008929 PutFaceChibi 0x4C
fun 0x08008975 UnpackFaceChibiSprGraphics 0x178
fun 0x08008AED FaceChibiSpr_OnIdle 0x3C
fun 0x08008B29 StartFaceChibiStr 0xA0
fun 0x08008BC9 EndFaceChibiSpr 0x18
fun 0x08008BE1 PutFace80x72 0xE0
fun 0x08008CC1 EndFacePtr 0x1C
fun 0x08008CDD EndFaceIn8Frames 0x28
fun 0x08008D05 StartFaceFadeIn 0x68
fun 0x08008D6D StartFaceFadeOut 0x4C
fun 0x08008DB9 GetFactionFaceImg 0x48
fun 0x08008E01 ApplyFactionFacePal 0x58
fun 0x08008E59 InitTalk 0x104
fun 0x08008F5D InitSpriteTalk 0x154
fun 0x080090B1 SetInitTalkTextFont 0x1C
fun 0x080090CD StartTalkExt 0x174
fun 0x08009241 StartTalkMsg 0x30
fun 0x08009271 StartTalkMsgExt 0x34
fun 0x080092A5 StartTalk 0x28
fun 0x080092CD EndTalk 0x1C
fun 0x080092E9 SetTalkLines 0x2C
fun 0x08009315 SetTalkFlag 0x38
fun 0x0800934D ClearTalkFlag 0x3C
fun 0x08009389 CheckTalkFlag 0x24
fun 0x080093AD SetTalkPrintDelay 0x44
fun 0x080093F1 SetTalkPrintColor 0x64
fun 0x08009455 TalkSkipListener_OnIdle 0xD0
fun 0x08009525 Talk_OnInit 0x40
fun 0x08009565 Talk_OnIdle 0x1E8
fun 0x0800974D TalkPrepNextChar 0x15C
fun 0x080098A9 TalkSpritePrepNextChar 0x6C
fun 0x08009915 LockTalk 0x20
fun 0x08009935 IsTalkLocked 0x24
fun 0x08009959 ResumeTalk 0x18
fun 0x08009971 TalkInterpret 0xB58
fun 0x0800A4C9 SetActiveTalkFace 0x2C
fun 0x0800A4F5 TalkInterpretNewFace 0x11C
fun 0x0800A611 StartTalkFace 0x38
fun 0x0800A649 GetFaceIdByX 0x64
fun 0x0800A6AD SetTalkFaceLayer 0xE0
fun 0x0800A78D MoveTalkFace 0xA0
fun 0x0800A82D IsTalkFaceMoving 0x24
fun 0x0800A851 StartTalkFaceMove 0xC8
fun 0x0800A919 TalkFaceMove_OnInit 0x90
fun 0x0800A9A9 TalkFaceMove_OnIdle 0x288
fun 0x0800AC31 Talk_OnEnd 0x28
fun 0x0800AC59 TalkPause_OnIdle 0x4C
fun 0x0800ACA5 TalkWaitForInput_OnIdle 0xB4
fun 0x0800AD59 func_fe6_0800AD58 0x10
fun 0x0800AD69 StartTalkWaitForInput 0x54
fun 0x0800ADBD TalkShiftClearAll_OnInit 0xE4
fun 0x0800AEA1 TalkShiftClearAll_OnIdle 0x6C
fun 0x0800AF0D StartTalkChoice 0x12C
fun 0x0800B039 TalkChoice_OnIdle 0x188
fun 0x0800B1C1 TalkShiftClear_OnInit 0x60
fun 0x0800B221 TalkShiftClear_OnIdle 0x1B4
fun 0x0800B3D5 TalkSpritePrepNextChar_Step1 0x24
fun 0x0800B3F9 TalkSpritePrepNextChar_Step2 0x54
fun 0x0800B44D GetTalkPauseCmdDuration 0x28
fun 0x0800B475 ClearTalkBubble 0x5C
fun 0x0800B4D1 ClearPutTalkText 0x9C
fun 0x0800B56D ClearTalkText 0x88
fun 0x0800B5F5 PutTalkBubble 0x174
fun 0x0800B769 StartOpenTalkBubble 0x30
fun 0x0800B799 TalkOpenBubble_OnIdle 0xA0
fun 0x0800B839 InitTalkTextWin 0x160
fun 0x0800B999 PutTalkBubbleTail 0x2D0
fun 0x0800BC69 PutTalkBubbleTm 0x210
fun 0x0800BE79 TalkOpen_OnEnd 0x10
fun 0x0800BE89 TalkOpen_InitBlend 0xE8
fun 0x0800BF71 TalkOpen_PutTalkBubble 0x44
fun 0x0800BFB5 TalkOpen_OnIdle 0xD0
fun 0x0800C085 StartTalkOpen 0x100
fun 0x0800C185 TalkHasCorrectBubble 0x3C
fun 0x0800C1C1 GetTalkFaceHPos 0x34
fun 0x0800C1F5 SetTalkFaceDisp 0x80
fun 0x0800C275 SetTalkFaceMouthMove 0x18
fun 0x0800C28D SetTalkFaceNoMouthMove 0x18
fun 0x0800C2A5 IsTalkActive 0x24
fun 0x0800C2C9 FaceExists 0x24
fun 0x0800C2ED GetTalkChoiceResult 0x18
fun 0x0800C305 SetTalkNumber 0x1C
fun 0x0800C321 SetTalkUnkStr 0x24
fun 0x0800C345 PrintStringToTexts 0xC4
fun 0x0800C409 TalkPutSpriteText_OnIdle 0x94
fun 0x0800C49D ClearHBlankA 0x10
fun 0x0800C4AD TalkPutSpriteText_OnEnd 0x20
fun 0x0800C4CD StartPutTalkSpriteText 0xA0
fun 0x0800C56D EndPutTalkSpriteText 0x18
fun 0x0800C585 GetStrTalkLen 0x4C8
fun 0x0800CA4D IsTalkDebugActive 0x24
fun 0x0800CA71 StartTalkDebug 0x18
fun 0x0800CA89 TalkDebug_Unk_0800CA88 0x18
fun 0x0800CAA1 TalkDebug_Unk_0800CAA0 0x18
fun 0x0800CAB9 TalkDebug_OnInit 0x1C
fun 0x0800CAD5 TalkDebug_OnIdle 0x1E0
fun 0x0800CCB5 TalkBgSync 0x20
fun 0x0800CCD5 func_fe6_0800CCD4 0x1C
fun 0x0800CCF1 LoadUnitWrapper 0xA8
fun 0x0800CD99 FakeLoadUnit 0x20
fun 0x0800CDB9 MoveUnitFromInfo 0x8C
fun 0x0800CE45 func_fe6_0800CE44 0x30
fun 0x0800CE75 func_fe6_0800CE74 0x1C
fun 0x0800CE91 func_fe6_0800CE90 0x28
fun 0x0800CEB9 PreparePopup 0x1D8
fun 0x0800D091 PutPopup 0x120
fun 0x0800D1B1 Popup_OnInit 0x70
fun 0x0800D221 Popup_Prepare 0xC0
fun 0x0800D2E1 Popup_FadeBgmOut 0x2C
fun 0x0800D30D Popup_PlaySe 0x3C
fun 0x0800D349 Popup_FadeBgmIn 0x2C
fun 0x0800D375 PopupIconSprite_OnIdle 0x2C
fun 0x0800D3A1 Popup_Display 0x250
fun 0x0800D5F1 Popup_WaitForEnd 0x54
fun 0x0800D645 Popup_Clear 0x84
fun 0x0800D6C9 SetPopupUnit 0x1C
fun 0x0800D6E5 SetPopupItem 0x20
fun 0x0800D705 SetPopupNumber 0x1C
fun 0x0800D721 StartPopup 0x34
fun 0x0800D755 StartPopupExt 0x9C
fun 0x0800D7F1 EndPopup 0x18
fun 0x0800D809 DisableEventSkip 0x1C
fun 0x0800D825 EventDisableSkip 0x18
fun 0x0800D83D Event_FadeOutOfBackgroundTalk 0x20
fun 0x0800D85D Event_FadeOutOfSkip 0x20
fun 0x0800D87D FadeFromBg_FadeToBlack 0x30
fun 0x0800D8AD FadeFromBg_FadeFromBlack 0x34
fun 0x0800D8E1 FadeFromBg_ClearScreen 0x48
fun 0x0800D929 FadeFromSkip_Start 0x50
fun 0x0800D979 StartEvent 0x20
fun 0x0800D999 StartEventLocking 0x20
fun 0x0800D9B9 StartEventInternal 0x150
fun 0x0800DB09 Event_OnInit 0x1C
fun 0x0800DB25 Event_OnEnd 0x14
fun 0x0800DB39 Event_ResetText 0x38
fun 0x0800DB71 Event_RestartFromQueued 0x84
fun 0x0800DBF5 Event_MaybeEndMapMain 0x2C
fun 0x0800DC21 Event_ClearTextOnSkip 0x34
fun 0x0800DC55 Event_SkipAllowed 0x58
fun 0x0800DCAD Event_DarkenThenFunc 0x2C
fun 0x0800DCD9 DarkenThenFunc_OnInit 0x30
fun 0x0800DD09 DarkenThenFunc_OnLoop 0x40
fun 0x0800DD49 DarkenThenFunc_StartDarken 0xF4
fun 0x0800DE3D DarkenThenFunc_StepDarken 0xA0
fun 0x0800DEDD Event_MainLoop 0x1AC
fun 0x0800E089 Event_WaitForFaceEnd 0x3C
fun 0x0800E0C5 EvtCmd_Sleep 0x5C
fun 0x0800E121 EvtCmd_Background 0x70
fun 0x0800E191 EvtCmd_BackgroundMore 0x70
fun 0x0800E201 EvtCmd_ClearTalk 0x88
fun 0x0800E289 EvtCmd_ClearSkip 0x44
fun 0x0800E2CD DisplayBackground 0xB4
fun 0x0800E381 DisplayBackgroundNoClear 0xB0
fun 0x0800E431 EvtCmd_Talk 0x90
fun 0x0800E4C1 EvtCmd_TalkMore 0x7C
fun 0x0800E53D EvtCmd_TalkAuto 0x6C
fun 0x0800E5A9 EvtCmd_TalkContinue 0x40
fun 0x0800E5E9 EventTalkWait 0x54
